Driver_ID,Total_Assigned_Requests,Total_Accepted_Requests,Total_Completed_Trips,Total_Cancelled_Trips,Acceptance_Rate,Completion_Rate,Cancellation_Rate,Average_Ride_Distance,Average_Undiscounted_Fare,Average_Ride_Duration,No_Getting_Rating,Getting_Rating_Rate,Total_Trip
3437386,30,4,2,2,13.33,6.67,6.67,3470.5,85.0,1094.31,0,0.0,4
3439779,40,2,2,0,5.0,5.0,0.0,6525.5,128.0,1346.5,1,2.5,2
3439844,55,8,1,7,14.55,1.82,12.73,4121.75,94.75,956.98,1,1.82,1
3442931,146,86,38,48,58.9,26.03,32.88,4836.5,108.5,1065.83,18,12.33,175
3446102,48,11,10,1,22.92,20.83,2.08,1780.18,67.55,216.19,5,10.42,24
3448655,53,19,10,9,35.85,18.87,16.98,5750.58,117.47,1352.37,5,9.43,40
3450291,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3452494,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3452591,66,37,28,9,56.06,42.42,13.64,4764.08,104.49,933.79,19,28.79,97
3459818,108,70,38,32,64.81,35.19,29.63,4211.03,97.21,934.24,19,17.59,223
3463493,71,14,0,14,19.72,0.0,19.72,4241.0,97.0,996.12,0,0.0,3
3466729,48,4,2,2,8.33,4.17,4.17,2951.5,84.75,819.06,1,2.08,2
3466810,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3474657,71,16,6,10,22.54,8.45,14.08,3270.94,84.13,649.39,0,0.0,14
3475104,38,21,19,2,55.26,50.0,5.26,5151.86,107.9,1181.87,12,31.58,78
3475591,24,12,7,5,50.0,29.17,20.83,4238.5,97.08,985.8,4,16.67,14
3475644,11,5,2,3,45.45,18.18,27.27,3814.2,93.0,843.07,0,0.0,4
3475712,301,78,48,30,25.91,15.95,9.97,4493.36,101.42,918.66,31,10.3,200
3475860,44,5,3,2,11.36,6.82,4.55,6170.2,126.2,1112.65,1,2.27,39
3475872,23,5,4,1,21.74,17.39,4.35,2543.0,68.8,543.42,2,8.7,20
3477129,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
3481158,149,85,72,13,57.05,48.32,8.72,4845.36,105.27,1068.63,27,18.12,114
3500029,14,3,2,1,21.43,14.29,7.14,4340.0,100.0,1027.71,1,7.14,2
3500720,117,59,42,17,50.43,35.9,14.53,4659.83,103.93,1016.82,26,22.22,154
3501167,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3501304,34,25,21,4,73.53,61.76,11.76,4816.8,107.4,1008.74,13,38.24,114
3515767,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3520711,61,7,1,6,11.48,1.64,9.84,4371.57,99.71,939.96,0,0.0,8
3521193,45,13,8,5,28.89,17.78,11.11,7300.23,143.77,1548.43,5,11.11,97
3525400,34,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3527160,144,71,54,17,49.31,37.5,11.81,2680.41,73.99,562.51,27,18.75,229
3539539,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3
3550359,155,70,53,17,45.16,34.19,10.97,4117.76,97.06,775.12,29,18.71,246
3564741,25,2,1,1,8.0,4.0,4.0,3131.0,83.0,673.56,1,4.0,14
3585253,5,1,0,1,20.0,0.0,20.0,4241.0,97.0,996.12,0,0.0,0
3586058,3,1,0,1,33.33,0.0,33.33,4241.0,97.0,996.12,0,0.0,0
3589235,82,20,15,5,24.39,18.29,6.1,5358.6,112.5,1027.78,5,6.1,78
3593600,99,54,36,18,54.55,36.36,18.18,4132.83,95.83,862.13,20,20.2,140
3598539,35,31,25,6,88.57,71.43,17.14,5023.03,110.06,957.67,13,37.14,162
3599413,2,1,0,1,50.0,0.0,50.0,4241.0,97.0,996.12,0,0.0,1
3600155,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24
3601147,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,93
3601475,1,1,0,1,100.0,0.0,100.0,4241.0,97.0,996.12,0,0.0,10
3601722,110,5,0,5,4.55,0.0,4.55,4241.0,97.0,996.12,0,0.0,0
3609933,162,11,8,3,6.79,4.94,1.85,4745.09,103.82,904.67,5,3.09,26
3612212,24,1,0,1,4.17,0.0,4.17,4241.0,97.0,996.12,0,0.0,7
3612345,102,35,19,16,34.31,18.63,15.69,5531.09,117.94,1250.86,13,12.75,90
3612746,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3613245,138,27,18,9,19.57,13.04,6.52,5528.78,115.26,1054.15,11,7.97,36
3620117,34,13,2,11,38.24,5.88,32.35,4343.77,98.08,1012.11,1,2.94,14
3620819,67,32,23,9,47.76,34.33,13.43,4319.34,96.69,1094.63,10,14.93,46
3623101,46,36,26,10,78.26,56.52,21.74,4769.0,103.25,1057.95,8,17.39,59
3626282,34,6,6,0,17.65,17.65,0.0,4367.83,97.83,788.17,2,5.88,23
3626473,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3626667,16,1,0,1,6.25,0.0,6.25,4241.0,97.0,996.12,0,0.0,0
3626950,201,104,35,69,51.74,17.41,34.33,4494.42,100.72,986.8,18,8.96,111
3633112,29,20,14,6,68.97,48.28,20.69,4595.8,104.75,1035.79,7,24.14,103
3633295,21,16,12,4,76.19,57.14,19.05,4590.13,101.0,1038.47,4,19.05,36
3633962,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12
3634169,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23
3634447,104,69,47,22,66.35,45.19,21.15,4556.65,105.75,878.36,29,27.88,93
3635024,28,13,11,2,46.43,39.29,7.14,4448.54,99.15,928.71,8,28.57,90
3635071,44,20,18,2,45.45,40.91,4.55,5096.85,111.4,1067.46,8,18.18,113
3636333,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
3636342,80,43,24,19,53.75,30.0,23.75,4713.19,103.86,1131.54,12,15.0,200
3636427,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
3637101,77,24,10,14,31.17,12.99,18.18,3810.42,90.29,802.24,3,3.9,66
3637339,99,62,43,19,62.63,43.43,19.19,4694.69,104.35,829.72,25,25.25,153
3638440,28,9,4,5,32.14,14.29,17.86,3762.44,94.0,847.51,2,7.14,20
3638664,175,48,36,12,27.43,20.57,6.86,5523.1,118.96,1101.47,18,10.29,136
3644399,49,3,0,3,6.12,0.0,6.12,4241.0,97.0,996.12,0,0.0,0
3644456,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
3645038,135,12,4,8,8.89,2.96,5.93,4119.92,94.58,960.92,1,0.74,20
3646787,76,13,10,3,17.11,13.16,3.95,5562.31,121.31,1179.87,2,2.63,11
3646812,234,54,37,17,23.08,15.81,7.26,3908.76,91.46,808.3,26,11.11,163
3648810,52,10,5,5,19.23,9.62,9.62,4771.3,103.2,962.66,2,3.85,52
3664897,3,1,0,1,33.33,0.0,33.33,4241.0,97.0,996.12,0,0.0,0
3666461,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
3668173,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3668460,53,15,10,5,28.3,18.87,9.43,4762.47,104.33,908.17,4,7.55,76
3670054,41,2,1,1,4.88,2.44,2.44,4114.5,99.0,912.06,1,2.44,8
3670561,65,15,9,6,23.08,13.85,9.23,4133.87,93.53,1057.58,6,9.23,85
3670582,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3678744,182,61,46,15,33.52,25.27,8.24,5035.34,107.39,1159.29,32,17.58,186
3681569,158,36,26,10,22.78,16.46,6.33,4479.94,100.22,989.98,14,8.86,95
3681964,130,14,12,2,10.77,9.23,1.54,5337.21,113.71,1050.37,6,4.62,36
3683496,17,11,7,4,64.71,41.18,23.53,5172.91,109.55,1172.14,4,23.53,45
3688501,16,8,1,7,50.0,6.25,43.75,4822.5,105.25,1014.73,0,0.0,5
3688728,8,2,1,1,25.0,12.5,12.5,5265.0,110.5,1322.56,1,12.5,11
3688957,36,18,8,10,50.0,22.22,27.78,4823.94,103.89,1086.18,4,11.11,81
3691025,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3694253,24,6,2,4,25.0,8.33,16.67,4224.67,98.0,917.08,1,4.17,7
3694390,36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10
3695674,228,186,97,89,81.58,42.54,39.04,4588.68,101.8,1039.9,57,25.0,253
3696613,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3697004,36,11,5,6,30.56,13.89,16.67,5147.09,112.27,1080.25,3,8.33,11
3698085,57,9,5,4,15.79,8.77,7.02,4075.67,95.44,679.5,5,8.77,9
3698459,131,104,81,23,79.39,61.83,17.56,4650.59,102.61,973.2,40,30.53,296
3700536,41,17,14,3,41.46,34.15,7.32,4727.59,102.41,1143.32,6,14.63,26
3707646,222,104,90,14,46.85,40.54,6.31,4698.46,103.47,1031.3,48,21.62,275
3708560,10,7,1,6,70.0,10.0,60.0,4440.14,99.57,980.39,1,10.0,6
3709535,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3709813,109,42,30,12,38.53,27.52,11.01,4331.19,114.52,915.58,10,9.17,124
3717125,62,24,13,11,38.71,20.97,17.74,3551.17,85.63,856.6,7,11.29,39
3717245,128,91,69,22,71.09,53.91,17.19,4130.69,95.82,967.06,32,25.0,341
3718226,67,44,36,8,65.67,53.73,11.94,4845.52,104.61,1039.61,19,28.36,312
3718344,92,47,30,17,51.09,32.61,18.48,4457.7,102.53,832.87,16,17.39,146
3733395,80,49,36,13,61.25,45.0,16.25,4452.94,99.9,928.4,18,22.5,176
3735097,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3735534,83,20,15,5,24.1,18.07,6.02,3662.1,86.3,997.28,9,10.84,46
3736211,64,44,27,17,68.75,42.19,26.56,4434.23,99.61,1002.53,11,17.19,90
3736339,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3738000,132,19,10,9,14.39,7.58,6.82,4789.21,108.26,831.06,6,4.55,36
