ride_id,driver_id
78FRFN,5017051
78FRQR,4914425
78FRS2,4770413
78FRS2,5318399
78FSD3,5295836
78FSD3,5003092
78FSDB,3635024
78FSSB,3762149
78G1S1,5325641
78G1S1,2894948
78G1S1,3399291
78G1S1,5296824
78G1S1,5395014
78G1S1,4252461
78G1S1,5174762
78G1S1,2894871
78G1S1,4376421
78G20F,2926170
78G2P2,5323965
78G363,5264040
78G5LN,4715881
78G5PA,5304780
78G5PA,5261768
78G80N,5286793
78G935,5249965
78G935,5310952
78G935,5295810
78G935,5354650
78G9E3,4971773
78G9E3,5340237
78G9E3,5249965
78G9E3,3918236
78G9E3,4745683
78G9G0,5265446
78G9G0,4486334
78GA8H,3589235
78GA8H,5368029
78GA8H,5107614
78GA8H,4825983
78GA8S,5404114
78GA8S,4737985
78GA8S,4770413
78GA8S,5168997
78GA9G,5302142
78GA9T,5401593
78GA9T,5374817
78GAGI,5228379
78GAK8,5368278
78GAK8,4625503
78GAK8,5228217
78GAK8,5361534
78GAMM,4720242
78GCMN,5157604
78GDIS,5159744
78GECM,3820852
78GECM,5388708
78GECM,5361534
78GECM,3695674
78GENQ,3821690
78GENQ,3439844
78GENQ,5262474
78GF6T,3941874
78GFM6,4029834
78GFM6,4893233
78GFM6,5332163
78GFM6,3678744
78GFM6,5054236
78GFM6,5372865
78GFM6,5248853
78GFM6,5311808
78GFM6,5297427
78GGT0,5189448
78GGT0,4691717
78GGT0,5180196
78GGT0,5265138
78GGT0,4465421
78GGT0,4970994
78GH6E,3864586
78GH9L,5004248
78GH9L,5228266
78GH9L,4893233
78GHF5,5121722
78GKR1,4319875
78GLIR,5271687
78GMO3,2936464
78GMO3,4735617
78GMO3,5319829
78GOBM,5333002
78GOBM,5004823
78GPJK,5289067
78GRJS,4778920
78GRJS,5341175
78GRJS,5332163
78GRJS,5105116
78GRJS,5017599
78GSPL,3762058
78GSTI,5303157
78H0B5,5110612
78H0B5,5291911
78H0O0,5296171
78H182,5105178
78H182,5326516
78H182,4749557
78H7D8,4541189
78H7D8,4531818
78HDDD,4305170
78HI1D,4024081
78HI1D,3243390
78HI1D,5255956
78HJL0,5395190
78HL2J,3355215
78HL2J,4445887
78HL61,4024081
78HL61,5206116
78HO1P,5306125
78HO1P,4699129
78HO1P,2936464
78HOGF,3936971
78HOGF,4398856
78HP07,4912988
78HP07,5250341
78HP8E,3936971
78HP8E,5005684
78HPF6,5264597
78HPF6,4868471
78I198,5255562
78I198,5189448
78I2D1,5005686
78I2D1,5106509
78I2D1,5319842
78I6F9,5309242
78I6F9,5108422
78I774,4186809
78I774,5168368
78IA4O,5251522
78IAHE,5158083
78ICT6,4305170
78IG2F,3960338
78IG2F,4472618
78IG2F,5390040
78IG2F,4517057
78IG2F,4364336
78II0A,4747985
78II0A,5396999
78II0A,5389047
78IIFP,5107074
78IIFP,3996797
78IIFP,4541189
78IIFP,4970770
78IIFP,5264597
78IL83,5319312
78ILGP,5160367
78ILGP,5261768
78IN8O,3896826
78IN8O,5106546
78IO11,5170169
78IO11,5272393
78IO11,5323965
78IO11,4215795
78IOQI,5397186
78IQJR,4236063
78IRE0,4347031
78IRE0,4922405
78IRE0,5331692
78IRE0,4606374
78IRE0,5145138
78J05O,4102596
78J05O,4894087
78J0M8,5264040
78J0M8,4626980
78J0M8,4443257
78J0M8,3850962
78J0M8,4751686
78J0M8,5286474
78J0M8,4740322
78J0Q6,4678744
78J1F9,5154441
78J232,4747985
78J42R,5257385
78J48D,5404301
78J48D,3474657
78J48D,4226144
78J4DG,4911391
78J4DG,4186299
78J64H,5404192
78J64H,4435017
78J6LR,4703938
78J91H,5352096
78J91H,5396318
78J91H,4959785
78J9OL,4826866
78J9OL,5210834
78JBE1,5169920
78JBE1,5179599
78JBP1,4626980
78JD08,4608464
78JD4Q,4028165
78JD4Q,4259559
78JDMA,4970750
78JDMA,4557650
78JDMA,3876668
78JDMA,4599095
78JDPK,4740322
78JDPK,4612373
78JDPK,5217382
78JDTA,2940519
78JDTA,4740322
78JEC6,5388919
78JEE1,5327495
78JO92,4197119
78JO92,4472358
78JO92,5071292
78JO92,3433573
78JPIB,2940519
78JPIB,5164805
78JSNF,5179341
78JSNF,5011029
78K1L4,5354572
78K1L4,4464332
78K4RC,5347552
78K4RC,4348071
78K5C1,4540166
78K5C1,5252919
78KAH9,3060896
78KAN9,5303157
78KAN9,4357418
78KAN9,4042274
78KAN9,4121365
78KF2J,4693679
78KF2J,5333002
78KF2J,3754179
78KH0I,5333721
78KI4H,3751577
78KL5A,4734526
78KN6L,5402110
78KN6L,4912442
78KPGN,5348657
78KPGN,3718226
78KQ2E,3840723
78KQ2E,5319635
78KQ2E,4785715
78KQ2E,4691717
78KTKL,5265447
78KTKL,4421190
78KTKL,5033434
78KTKL,5302790
78L0A8,3379506
78L0A8,2922157
78L0A8,5160519
78L14N,5179321
78L14N,5122519
78L1NA,4042710
78L1P8,4964684
78L3JH,5053068
78L4TL,4888253
78L4TL,4724552
78L4TL,5389047
78L546,5249631
78L546,5302455
78L58G,5276173
78L5SA,4518689
78L5SA,4867768
78L5SA,5252919
78L5SA,4970658
78L5SA,4540772
78L6D4,4914169
78L6D4,4913712
78L6D4,5404933
78L77R,5219846
78L77R,4357418
78L77R,4825983
78L81T,5317465
78L81T,3243415
78L81T,3646787
78L81T,4970770
78L81T,5174633
78L81T,5346380
78L81T,5296776
78LB00,5067678
78LB00,3832925
78LBBK,5391862
78LBBK,5372865
78LBBK,5258650
78LBD2,5395014
78LBD2,5060587
78LBD2,3683496
78LBD2,5367878
78LBD2,4606374
78LBD2,5196817
78LBQN,5004823
78LBQN,4221617
78LBQN,5067678
78LBQN,5354277
78LCR7,3809961
78LE36,5011765
78LE36,4964684
78LE36,4571158
78LE3S,4337743
78LE3S,5270397
78LESO,5255679
78LJ02,4598077
78LK7D,5164670
78LK7D,4626074
78LK7D,4725174
78LK7D,5090027
78LKGK,3369332
78LKGK,4649481
78LL02,5348572
78LL02,5317468
78LL3K,5256940
78LME3,5126940
78LMEF,4282958
78LMEF,3072522
78LNI7,4264497
78LNMG,5249464
78LNMG,3399291
78LQ6M,3751577
78LQ6M,5362332
78LRB9,3886324
78LRB9,5163916
78LRMB,4810047
78LRMB,5347595
78LRMB,5397221
78LRMB,5157666
78LS5T,4673275
78M051,5272682
78M051,5325055
78M07A,5327808
78M198,4643360
78M198,4341426
78M198,3132920
78M198,5296824
78M1LK,3970204
78M2G5,5296470
78M2G5,3613245
78M4P3,5395899
78M7TD,5296585
78M7TD,4354743
78M7TD,3717245
78MA78,3804886
78MA78,4980353
78MA78,5010471
78MAGS,5204340
78MAGS,5390040
78MBCL,5106434
78MBLD,3613245
78MBLD,5026118
78MBLD,5288834
78MBLD,5250178
78MC65,5288367
78MCQF,3475860
78MDKK,5382185
78MDKK,5196043
78MDKK,5332197
78MDKK,4392774
78MDKK,5369334
78MDKK,5330863
78MDKK,4872729
78MDM8,4699129
78MDM8,5387467
78MEJQ,4211898
78MEJQ,5212182
78MFGP,5113855
78MFGP,4894087
78MHI2,5359667
78MHI2,5265138
78MHI2,3358941
78MHQD,3243415
78MHQD,3243390
78MHQD,5176672
78MHQD,5264376
78MHQD,5411601
78MHQD,4888253
78MHQD,4631045
78MI7H,4012859
78MI7H,4304577
78MI7H,2926142
78MI7H,5303691
78MI7H,4672619
78MI7H,5244851
78MI7H,5046468
78MJ0H,5066782
78MJ0H,5405172
78MJ0H,5404933
78MJ0H,5303101
78MJ0H,5361523
78MJ0H,4657071
78MJ0K,5245536
78MJ0K,5207903
78MJDJ,5026015
78MJDJ,4627142
78MJDJ,4678371
78MKEE,5256215
78MNFQ,4611227
78MNFQ,4965822
78MNFQ,3500720
78MNFQ,5226726
78MNFQ,5312574
78MNFQ,5411546
78MO19,4856723
78MO19,4965822
78MO19,3827325
78MO19,4751636
78MO19,5226726
78MO19,5405937
78MOGB,4678371
78MOGI,5012205
78MOGI,2913912
78MOGI,4914169
78MOGI,5264597
78MP15,4790475
78MP15,3670561
78MP15,5012205
78MP15,5218774
78MP15,5245536
78MQ7P,4384381
78MQ7P,5297733
78MQ7P,5170169
78MQ7P,3804886
78MQFS,4827426
78MQFS,5288367
78MQFS,5347647
78MQQ9,5373542
78MQQ9,5319005
78MR5N,5214903
78MR8K,5169181
78MRT5,4600591
78MRT5,4157224
78MRT5,5317240
78MRT5,5394706
78MRT5,4367430
78MS6A,5066010
78MSPT,5122168
78MSPT,5273458
78MSPT,5404270
78MSPT,4367430
78MTSI,5120882
78MTSI,4830034
78MTTC,4104491
78N1B3,3670561
78N1B3,3920495
78N1F8,5346014
78N1OA,3670561
78N1OA,3638664
78N1OA,5005686
78N1OA,5333945
78N1OA,5276173
78N1OA,5123003
78N3QF,4314261
78N4HC,4493375
78N4N4,5404192
78N6N0,5115303
78N6N0,5353917
78NAMN,5302183
78NAMN,5005686
78NAMN,5213646
78NAMN,5346148
78NBRS,5160589
78NE2R,4958007
78NE2R,5390548
78NE2R,4833154
78NE2R,4986081
78NE2R,5396363
78NE2R,5083225
78NE2R,4525331
78NEHI,5203691
78NEHI,5381935
78NEHI,4810452
78NIT3,5395221
78NIT3,3821690
78NIT3,5396280
78NJ59,5139894
78NJDQ,5159604
78NJDQ,5057624
78NJDQ,4147509
78NJDQ,4678371
78NJDQ,5131946
78NK5G,5318423
78NKMH,5381935
78NMS1,5332908
78NMS1,5339230
78NNQJ,4034589
78NNQJ,5255389
78NNQJ,5008665
78NP48,4552096
78NP99,4233558
78NP99,4760071
78NR28,4735855
78NR28,4958474
78NRBI,5410655
78NTKP,5255389
78NTKP,5005212
78NTKP,3520711
78O0JD,5228217
78O15N,4692530
78O15N,3832175
78O306,4347031
78O306,4487064
78O306,5131946
78O4AO,5159744
78O5N7,4958474
78O66F,4984851
78O66F,5395735
78O66F,5368087
78O66F,5404301
78O66F,5289038
78O66F,5264376
78O6BD,5180816
78O6MN,5354603
78O73H,5012205
78O73H,5352096
78O7AA,5244851
78O7AA,5318723
78O7R8,5207399
78O7R8,5348716
78O8KB,5158083
78O8KB,5388711
78O8KB,5412402
78O8KB,5122002
78O8KB,4358498
78O8KB,5404280
78O9DN,5319005
78O9DN,4970770
78OA80,5355294
78OCOO,3195850
78OCOO,5210534
78OD74,5210834
78OD74,4639206
78OD74,2928777
78OD74,5395735
78OD74,5166152
78OD74,3434940
78ODAL,5367878
78ODK9,4716125
78ODK9,4854712
78ODK9,5131946
78ODKR,5198297
78ODR0,5005684
78ODR0,4833154
78ODR0,3876668
78OFCB,4826928
78OFCB,4984455
78OGRT,5388173
78OGRT,3434940
78OGRT,5367397
78OGRT,4464438
78OGRT,4980336
78OGRT,5343369
78OGRT,4155636
78OHBD,5332163
78OHBD,4980336
78OHCO,5196875
78OHCO,5053389
78OHH4,5303157
78OIE1,4259559
78OINF,5311075
78OINF,5359946
78OINF,4259559
78OKL4,4773296
78OKL4,5381254
78OKL4,5354572
78OMJT,5057624
78OMT0,2974966
78ON4Q,5228266
78ONDP,5289967
78ONI2,5382185
78ONI2,5373542
78OO65,5369098
78OPTQ,2926841
78OQQ0,3762069
78OSMH,4356265
78OSMH,5271768
78OSOQ,4985947
78OSOQ,4864423
78OSOQ,5310997
78OSOQ,5403686
78OSQF,5264526
78OSQF,4983472
78OSQF,4552639
78OSQF,5255324
78OSQF,4875703
78P07N,5403686
78P07N,4985947
78P07N,4337628
78P28S,5403816
78P2KL,5347595
78P3M4,2926841
78P3M4,5285902
78P3M4,5083156
78P44N,4934573
78P44N,5311075
78P69G,4335274
78P774,4486426
78P774,5295754
78P8I7,5017599
78P8R2,3936119
78P8R2,3983314
78PA05,3864586
78PA05,5125750
78PA05,5304780
78PAA3,5270894
78PAT6,5360601
78PAT6,5060078
78PBK0,5058777
78PBK0,4557650
78PERK,5018387
78PERK,4259559
78PERK,5402167
78PERK,5332908
78PERK,5397054
78PF3O,4579638
78PF3O,4303751
78PF3O,3936971
78PF3O,4724552
78PF3O,5286640
78PF3O,5402167
78PF3O,5327093
78PF9L,5174633
78PFMG,5230954
78PFMG,5026015
78PFMG,4464332
78PFMG,3070639
78PFMG,4872729
78PG7J,4631045
78PG7J,4639206
78PG7J,4517800
78PG7J,3865589
78PG7J,5058727
78PHJD,5257432
78PHJD,5204223
78PHK0,5332149
78PHK0,3772692
78PHR9,5302420
78PHR9,5244851
78PHT1,5362332
78PHT1,3422168
78PIC8,4968810
78PIC8,4958474
78PIC8,3638664
78PIFC,3439844
78PIFC,4887499
78PIFC,5286057
78PJ9I,5270410
78PJ9I,5017945
78PJ9I,5164474
78PJF1,4934573
78PJF1,5368344
78PK6B,4541864
78PK6I,5244851
78PLPC,5255328
78PMBN,3343921
78PMN6,4666083
78PMN6,5256793
78PMTO,5210868
78PMTO,3367068
78PMTO,4868634
78PMTO,4444577
78PMTO,4666083
78PMTO,5319842
78PNAH,5068200
78PNAH,4879692
78PNMG,3896826
78PNMG,4868253
78PNMG,4827065
78PNMG,5352906
78PO1T,5347595
78PO1T,5355491
78PO1T,5074355
78POOS,5286057
78PP7I,4424145
78PPEP,5310952
78PQGG,5164474
78PQGG,4657106
78PQGG,2938121
78PT7N,2940519
78PT7N,4579596
78PT7N,5249531
78PT7N,5028829
78Q0S1,5294513
78Q0S1,4872729
78Q393,4940284
78Q393,5346148
78Q4R6,2894948
78Q4R6,5319842
78Q51T,5138154
78Q51T,5265055
78Q51T,4003050
78Q51T,4189983
78Q51T,5084423
78Q51T,4525331
78Q51T,4958007
78Q53I,4915123
78Q53I,3717245
78Q53I,5404270
78Q53I,5206206
78Q53I,5012278
78Q53I,4933002
78Q53I,5226534
78Q5HC,3936119
78Q5HC,4965310
78Q5HC,5374170
78Q5RF,4920430
78Q5RF,5311075
78Q5RF,4012859
78Q5RF,4034589
78Q5RF,4189983
78Q5RF,4810079
78Q5RF,5060554
78Q770,4984455
78Q7TE,5297921
78Q889,4826929
78QAO4,3876324
78QBDC,5404832
78QBE1,5165101
78QBIT,2940519
78QBIT,5203201
78QBIT,4835217
78QBR6,5285826
78QBR6,5053111
78QCFR,4112664
78QCST,5311001
78QD7J,3369332
78QE51,5287650
78QE51,5026118
78QE51,4907992
78QEBN,5123003
78QEBN,4939884
78QEBN,5355063
78QEBN,3678744
78QEBN,5266354
78QEBN,4735945
78QF24,5273096
78QFEO,3936119
78QFPL,5402488
78QFSE,5114627
78QFSE,5069691
78QFSE,5346278
78QG8S,4212401
78QG8S,5404832
78QG8S,5197328
78QGSR,3762058
78QGSR,5410319
78QGSR,2931517
78QH50,5210868
78QISN,4331916
78QKD0,4021572
78QKNI,5106365
78QKQM,4780254
78QLE8,2940519
78QLE8,3946994
78QMRN,5165911
78QN1S,5348618
78QNQE,4195507
78QO07,5310862
78QO07,4291437
78QO07,4631045
78QO07,5389309
78QO1N,4650888
78QO9I,4409159
78QO9I,5264033
78QO9I,5383432
78QO9I,5333448
78QOI6,5026569
78QPNQ,3023513
78QPNQ,4572050
78QPNQ,5165911
78QQTA,5138154
78QR6C,4565751
78QR6C,5381113
78QRLI,2950226
78QRLI,5394838
78QRT4,5224799
78QRT4,5311808
78QRT4,4985947
78QRT4,4553536
78QSOL,5367923
78R02Q,5397362
78R080,5228217
78R0AF,5249560
78R20M,5419079
78R20M,3598539
78R21P,5323821
78R21P,5404262
78R21P,5004758
78R21P,5323904
78R2L9,3360438
78R33J,5395744
78R33J,5249965
78R3FK,4717605
78R596,4874971
78R655,5397002
78R655,3110182
78R655,5388919
78R655,4282958
78R6D4,5110612
78R6D4,5388919
78R6D4,5275005
78R6D4,4236070
78R6D4,2913912
78R6D4,5071387
78R6FR,4351430
78R6FR,4428818
78R6FR,4881520
78R6J9,5173801
78R6J9,5264526
78R6J9,3854963
78R6J9,4672272
78R6J9,5029226
78R6J9,4986081
78R6J9,5011402
78R6J9,3681569
78R6PI,4921112
78R6PI,5420063
78R6PI,4939232
78R7DD,4492521
78R7DD,4803005
78R7DD,5381739
78R7DD,4869011
78R7DD,5302183
78R7DD,4441781
78R7OI,5033434
78R7OI,3813743
78RA7A,5403816
78RA7A,5324522
78RA7G,5170169
78RA7G,5225414
78RA7G,5305045
78RA7G,4233558
78RCA9,5324633
78RCA9,4048554
78RCA9,4552096
78RCA9,4305170
78RDCK,4373795
78RDCK,5311808
78RE4G,4573559
78RE4G,5327495
78RH2T,5210834
78RH2T,5004253
78RHQA,4110740
78RHRM,4216761
78RHTL,5017051
78RJEK,5289574
78RJEK,4932777
78RJEK,4021044
78RJEK,5413087
78RJEK,3112556
78RJEK,4449056
78RJEK,5396407
78RK1D,4121365
78RK1D,3823863
78RKGA,3370384
78RKGA,2931517
78RKGA,4472631
78RKRQ,5310443
78RKRQ,4874971
78RL24,5210850
78RL24,5295742
78RL24,5346148
78RL7D,5254568
78RNOD,5033434
78RNOD,4323923
78RNR2,5255932
78RNR2,5312094
78RR0A,5213377
78RSPI,3589235
78RSPI,5116578
78S06K,5204624
78S06K,4408332
78S1GR,3876668
78S1GR,5354603
78S1SQ,5226849
78S1SQ,4581156
78S2CD,5130497
78S44D,5319237
78S4IL,4035227
78S4IL,5017499
78S4IL,5363655
